WKT,id,nombre,tipo,etapa,etapa_obse,estado,subcategor,calle,altura,calle2,direccion_,barrio,comuna
"POINT (-58.3736804948211 -34.6092400867061)",553,Espacio Subte Digital Bolivar - Línea E,Subte,Gestión previa HRL,jul-15,Disponible,Línea E,Julio A. Roca,0,Yrigoyen,"ROCA, JULIO A., PRESIDENTE AV. y YRIGOYEN, HIPOLITO",Monserrat,Comuna 1
"POINT (-58.3739569974545 -34.6078001792052)",552,Espacio Subte Digital Catedral - Línea D,Subte,Gestión previa HRL,jul-15,Disponible,Línea D,Roque Saenz Peña,0,Rivadavia,"SAENZ PEÑA, ROQUE, PRES. AV. y RIVADAVIA AV.",Monserrat,Comuna 1
"POINT (-58.3805763407772 -34.6042427105967)",551,Espacio Subte Digital 9 de Julio Línea D,Subte,Gestión previa HRL,jul-15,Disponible,Línea D,Roque Saenz Peña,0,Carlos Pellegrini,"SAENZ PEÑA, ROQUE, PRES. AV. y PELLEGRINI, CARLOS",San Nicolas,Comuna 1
"POINT (-58.3979272085267 -34.5997643798604)",550,Espacio Subte Digital Facultad de Medicina - Línea D,Subte,Gestión previa HRL,jul-15,Disponible,Línea D,Cordoba,0,uriburu,"CORDOBA AV. y URIBURU JOSE E., PRES.",Balvanera,Comuna 3
"POINT (-58.4211984551324 -34.581410322368)",549,Espacio Subte Digital Plaza Italia - Línea D,Subte,Gestión previa HRL,jul-15,Disponible,Línea D,Santa Fe,0,Thames,SANTA FE AV. y THAMES,Palermo,Comuna 14
"POINT (-58.4257146632194 -34.5784202515756)",548,Espacio Subte Digital Palermo - Línea D,Subte,Gestión previa HRL,jul-15,Disponible,Línea D,Santa Fe,0,Godoy Cruz,SANTA FE AV. y GODOY CRUZ,Palermo,Comuna 14
"POINT (-58.4350097564353 -34.5751711958501)",547,Espacio Subte Digital Carranza - Línea D,Subte,Gestión previa HRL,jul-15,Disponible,Línea D,Santa Fe,0,Dorrego,SANTA FE AV. y DORREGO,Palermo,Comuna 14
"POINT (-58.3699297247645 -34.6029923433781)",546,Espacio Subte Digital Alem - Línea B,Subte,Gestión previa HRL,jul-15,Disponible,Línea B,Alem,0,Corrientes,"ALEM, LEANDRO N. AV. y CORRIENTES AV.",San Nicolas,Comuna 1
"POINT (-58.469639651188 -34.6307070600453)",544,Espacio Subte Digital San Pedrito - Línea A,Subte,Gestión previa HRL,jul-15,Disponible,Linea A,Nazca,0,Rivadavia,NAZCA AV. y RIVADAVIA AV.,Flores,Comuna 7
"POINT (-58.4797546183575 -34.6120039293508)",543,CMB Nº 13,Hospitales y Centros de Salud,Gestión previa HRL,jun-15,Disponible,CMB,Camarones,2834,,CAMARONES 2834,Villa Santa Rita,Comuna 11
"POINT (-58.4651482800009 -34.6193106613858)",541,CMB Nº 12,Hospitales y Centros de Salud,Gestión previa HRL,jun-15,Disponible,CMB,Paez,2283,,PAEZ 2283,Flores,Comuna 7
"POINT (-58.4556782711074 -34.6559179970118)",540,SECHI Plaza Carrillo,Espacio Público,Gestión previa HRL,jun-15,Disponible,Inclusión,Acosta,2461,,"ACOSTA, MARIANO 2461",Villa Soldati,Comuna 8
"POINT (-58.4471031767715 -34.660474033834)",537,SECHI Sede Barrio Fátima,Espacio Público,Gestión previa HRL,jun-15,Disponible,Inclusión,Pergamino,2950,,PERGAMINO 2950,Villa Soldati,Comuna 8
"POINT (-58.4316876865409 -34.6409743206695)",536,CMB Nº 8,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,CMB,La Capital,1131,,LA CAPITAL 1131,Parque Chacabuco,Comuna 7
"POINT (-58.5124123417808 -34.6452086369702)",535,CMB Nº 7,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,CMB,Patrón,6119,,PATRON 6119,Liniers,Comuna 9
"POINT (-58.3937070289882 -34.6196032137453)",534,CMB Nº 6,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,CMB,Estados Unidos,1936,,ESTADOS UNIDOS 1936,San Cristobal,Comuna 3
"POINT (-58.3795260056173 -34.6548670990032)",533,Posta Digital - CMD,Espacio Público,Gestión previa HRL,may-15,Disponible,Inclusión,Algarrobo,1041,,ALGARROBO 1041,Barracas,Comuna 4
"POINT (-58.4350465839634 -34.6084660945371)",531,Inst. de Zoonosis Luis Pasteur,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Hospital,Díaz Velez,4821,,DIAZ VELEZ AV. 4821,Caballito,Comuna 6
"POINT (-58.4074178685168 -34.6097192799921)",530,Estación Saludable Plaza Miserere,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Estación Saludable,Pueyrredón,0,Bartolome Mitre,"PUEYRREDON AV. y MITRE, BARTOLOME",Balvanera,Comuna 3
"POINT (-58.4636224864458 -34.6284891515178)",529,Estación Saludable Plaza Flores,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Estación Saludable,Fray Cayetano Rodríguez,0,Rivadavia,FRAY CAYETANO RODRIGUEZ y RIVADAVIA AV.,Flores,Comuna 7
"POINT (-58.4059199094467 -34.6378829374324)",528,Estación Saludable Parque Patricios,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Estación Saludable,Patagones,0,Monteagudo,PATAGONES y MONTEAGUDO,Parque Patricios,Comuna 4
"POINT (-58.4481111164194 -34.5916779789863)",527,Estación Saludable Parque Los Andes,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Estación Saludable,Jorge Newbery,4100,,"NEWBERY, JORGE AV. 4100",Chacarita,Comuna 15
"POINT (-58.4752130047154 -34.5976564671343)",525,Htal. de Emerg. Psiquiátricas Torcuato de Alvear,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Hospital,Warnes,2630,,WARNES AV. 2630,Paternal,Comuna 15
"POINT (-58.4108974552092 -34.6432024419744)",524,Htal. J. A. Penna,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Hospital,Pedro Chutro,3380,,"CHUTRO, PEDRO, PROF., DR. 3380",Parque Patricios,Comuna 4
"POINT (-58.3843648643223 -34.6393032299615)",523,Htal. de Salud Mental Braulio Moyano,Hospitales y Centros de Salud,Gestión previa HRL,may-15,Disponible,Hospital,Brandsen,2570,,BRANDSEN 2570,Barracas,Comuna 4
"POINT (-58.4024121525409 -34.6391665336357)",522,Centro del Distrito Tecnológico (Espacios de recepción al público),Espacio Público,Gestión previa HRL,abr-15,Disponible,Distrito Tecnológico,Uspallata,2802,,USPALLATA 2802,Parque Patricios,Comuna 4
"POINT (-58.4145093167028 -34.5733898111286)",512,Plaza Ramón Fernández,Parques y Plazas,Gestión previa HRL,mar-15,Disponible,Parques y Plazas,Sarmiento,0,Iraola,SARMIENTO AV. y IRAOLA AV.,Palermo,Comuna 14
"POINT (-58.4085884120845 -34.640258803505)",511,Pzta. Dr. Genaro Giacobini,Parques y Plazas,Gestión previa HRL,abr-15,Disponible,Parques y Plazas,Uspallata,0,Pepirí,USPALLATA y PEPIRI,Parque Patricios,Comuna 4
"POINT (-58.4104745715627 -34.6445294775024)",510,Plaza José C. Paz,Parques y Plazas,Gestión previa HRL,abr-15,Disponible,Parques y Plazas,José C. Paz,0,Diógenes Taborda,"PAZ, JOSE C. y TABORDA, DIOGENES",Parque Patricios,Comuna 4
"POINT (-58.4097209295311 -34.6422697864467)",509,Parque Uriburu,Parques y Plazas,Gestión previa HRL,abr-15,Disponible,Parques y Plazas,Pepirí,0,Pedro Chutro,"PEPIRI y CHUTRO, PEDRO, PROF., DR.",Parque Patricios,Comuna 4
"POINT (-58.4089913501943 -34.638963729305)",508,Parque Patricios (Distrito Tecnológico),Parques y Plazas,Gestión previa HRL,abr-15,Disponible,Parques y Plazas,Caseros,0,Almafuerte,CASEROS AV. y ALMAFUERTE AV.,Boedo,Comuna 5
"POINT (-58.4668024158405 -34.6643661847337)",507,Estación Saludable Parque Indoamericano,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Estación Saludable,Castañares,0,Lacarra,CASTAÑARES AV. y LACARRA AV.,Villa Soldati,Comuna 8
"POINT (-58.4397298258896 -34.6349495301177)",506,Estación Saludable Parque Chacabuco,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Estación Saludable,Asamblea,0,Emilio Mitre,"ASAMBLEA AV. y MITRE, EMILIO",Parque Chacabuco,Comuna 7
"POINT (-58.43456604098 -34.6051255094866)",505,Estación Saludable Parque Centenario,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Estación Saludable,Antonio Machado,0,Patricias Argentinas,"MACHADO, ANTONIO y PATRICIAS ARGENTINAS AV.",Caballito,Comuna 6
"POINT (-58.4755730884447 -34.6453579639086)",504,Estación Saludable Parque Avellaneda,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Estación Saludable,Bilbao,0,Lacarra,"BILBAO, FRANCISCO AV. y LACARRA AV.",Parque Avellaneda,Comuna 9
"POINT (-58.382230244483 -34.6269400252844)",503,Estación Saludable Constitución,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Estación Saludable,Juan de Garay,0,Lima,"GARAY, JUAN DE AV. y LIMA",Constitucion,Comuna 1
"POINT (-58.4054498832977 -34.6044987708221)",502,Estación Saludable Corrientes Línea H,Hospitales y Centros de Salud,Gestión previa HRL,mar-15,Disponible,Estación Saludable,Corrientes,0,Pueyrredón,CORRIENTES AV. y PUEYRREDON AV.,Balvanera,Comuna 3
"POINT (-58.4276435228447 -34.6147258053099)",500,Htal. de Odontología  J. Dueñas,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Hospital,Muñiz,15,,MUÑIZ 15,Almagro,Comuna 5
"POINT (-58.4026050472699 -34.5845100290469)",499,Htal. Odontológico Dr. R. Carrillo (Ex Nacional),Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Hospital,Sanchez de Bustamante,2529,,SANCHEZ DE BUSTAMANTE 2529,Recoleta,Comuna 2
"POINT (-58.4408846202799 -34.553907886517)",498,Htal. de Rehabilitación Psicofísica,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Hospital,Echeverría,955,,ECHEVERRIA 955,Belgrano,Comuna 13
"POINT (-58.3821666207014 -34.6366246934182)",497,Htal. de Salud Mental J. Borda,Hospitales y Centros de Salud,Gestión previa HRL,abr-13,Disponible,Hospital,Ramon Carrillo,375,,"CARRILLO, RAMON, DR. 375",Barracas,Comuna 4
"POINT (-58.4694760287131 -34.6241255739229)",496,Htal. Alvarez,Hospitales y Centros de Salud,Gestión previa HRL,abr-15,Disponible,Hospital,Aranguren,2701,,"ARANGUREN, JUAN F., DR. 2701",Flores,Comuna 7
"POINT (-58.4008016124095 -34.5845643853643)",495,Htal. Rivadavia,Hospitales y Centros de Salud,Gestión previa HRL,mar-15,Disponible,Hospital,Las Heras,2670,,LAS HERAS GENERAL AV. 2670,Recoleta,Comuna 2
"POINT (-58.4095811667103 -34.6176346384995)",493,Htal. Ramos Mejía,Hospitales y Centros de Salud,Gestión previa HRL,mar-15,Disponible,Hospital,Gral Urquiza,609,,"URQUIZA, GRAL. 609",Balvanera,Comuna 3
"POINT (-58.3809152482781 -34.6030823411655)",492,Galería Pasaje Obelisco Norte,Espacio Público,Gestión previa HRL,dic-14,Disponible,Otros establecimientos,Pellegrini,451,,"PELLEGRINI, CARLOS 451",San Nicolas,Comuna 1
"POINT (-58.3808200499735 -34.6044996517548)",491,Galería Pasaje Obelisco Sur,Espacio Público,Gestión previa HRL,dic-14,Disponible,Otros establecimientos,Pellegrini,327,,"PELLEGRINI, CARLOS 327",San Nicolas,Comuna 1
"POINT (-58.4211985850197 -34.581409024534)",489,Estación Plaza Italia - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Santa Fe,4100,,SANTA FE AV. 4100,Palermo,Comuna 14
"POINT (-58.4257138598967 -34.5784163937198)",484,Estación Palermo - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Santa fe,4600,,SANTA FE AV. 4600,Palermo,Comuna 14
"POINT (-58.3979347569958 -34.5997546779529)",477,Estación Facultad de Medicina - Línea D,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea D,Cordoba,2100,,CORDOBA AV. 2100,Balvanera,Comuna 3
"POINT (-58.37551917489 -34.5979223885568)",466,Florida 870,Área Central,Gestión previa HRL,mar-15,Disponible,Florida,FLORIDA,870,,FLORIDA 870,Retiro,Comuna 1
"POINT (-58.3753948224462 -34.6017229371545)",465,Florida 540,Área Central,Gestión previa HRL,mar-15,Disponible,Florida,FLORIDA,540,,FLORIDA 540,San Nicolas,Comuna 1
"POINT (-58.3747963460282 -34.607770081199)",462,Florida 25,Área Central,Gestión previa HRL,mar-15,Disponible,Florida,FLORIDA,25,,FLORIDA 25,San Nicolas,Comuna 1
"POINT (-58.375838905154 -34.6065376511491)",461,Subsecretaría Ciudad Inteligente,Espacio Público,Gestión previa HRL,feb-15,Disponible,Edificios del GCABA,"SAENZ PEÑA, ROQUE, PRES. AV.",637,,"SAENZ PEÑA, ROQUE, PRES. AV. 637",San Nicolas,Comuna 1
"POINT (-58.4069130256873 -34.6412710325493)",460,Nueva Sede GCBA (Recepciones Público),Espacio Público,Gestión previa HRL,feb-15,Disponible,Edificios del GCABA,LOS PATOS,3151,,LOS PATOS 3151,Parque Patricios,Comuna 4
"POINT (-58.4126537094449 -34.5715362374776)",459,Estación Saludable Rosedal,Hospitales y Centros de Salud,Gestión previa HRL,feb-15,Disponible,Estación Saludable,IRAOLA AV.,0,SARMIENTO AV.,IRAOLA  AV. y SARMIENTO AV.,Palermo,Comuna 14
"POINT (-58.3744623222062 -34.6087571006617)",458,Estación Saludable Peru,Hospitales y Centros de Salud,Gestión previa HRL,feb-15,Disponible,Estación Saludable,AV. DE MAYO,570,,AV. DE MAYO 570,Monserrat,Comuna 1
"POINT (-58.3751324374879 -34.6069507914693)",456,Estación Saludable Diagonal y Florida (Refuerzo),Hospitales y Centros de Salud,Gestión previa HRL,feb-15,Disponible,Estación Saludable,"SAENZ PEÑA, ROQUE, PRES. AV.",0,FLORIDA,"SAENZ PEÑA, ROQUE, PRES. AV. y FLORIDA",San Nicolas,Comuna 1
"POINT (-58.4318602389053 -34.6505898477812)",455,SECHI PLAZA ROTONDA / ESPEJO,Espacio Público,Gestión previa HRL,feb-15,Disponible,Inclusión,PERITO MORENO AV.,0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PERITO MORENO AV. FERNANDEZ DE LA CRUZ, F. GRAL. AV.",Flores,Comuna 7
"POINT (-58.433346503365 -34.6497929862705)",452,SECHI Nidito,Espacio Público,Gestión previa HRL,feb-15,Disponible,Inclusión,PERITO MORENO AV.,0,EREZCANO,PERITO MORENO AV. y EREZCANO,Flores,Comuna 7
"POINT (-58.4378712846774 -34.6507409020397)",451,SECHI - Corredor Saludable Perito Moreno,Espacio Público,Gestión previa HRL,feb-15,Disponible,Inclusión,PERITO MORENO AV.,1701,,PERITO MORENO AV. 1701,Nueva Pompeya,Comuna 4
"POINT (-58.3663126292929 -34.6211941479523)",446,COPIDIS,Espacio Público,Gestión previa HRL,sep-14,Disponible,Inclusión,"HUERGO, ING. AV.",1189,,"HUERGO, ING. AV. 1189",San Telmo,Comuna 1
"POINT (-58.3796335557595 -34.6277409870507)",445,Estación Constitución,Metrobus,Gestión previa HRL,sep-14,Disponible,Sur,BRASIL,0,GRAL. HORNOS,BRASIL Y HORNOS. Gral.,Constitucion,Comuna 1
"POINT (-58.4502477016849 -34.5914273758394)",444,Baldomero Fernández Moreno,Biblioteca,Gestión previa HRL,sep-14,Disponible,Biblioteca,Concepción Arenal,4206,,"ARENAL, CONCEPCION  4206",Chacarita,Comuna 15
"POINT (-58.4093596424251 -34.6033847196876)",443,Pasaje Carlos Gardel,Espacio Público,Gestión previa HRL,sep-14,Disponible,Otros establecimientos,Carlos Gardel,0,Jean Jaures,"GARDEL, CARLOS Y JAURES, JEAN",Balvanera,Comuna 3
"POINT (-58.4197741740788 -34.5809046335167)",442,Jardín Zoológico,Espacio Público,Gestión previa HRL,sep-14,Disponible,Zoológico,Calzada Circular Plaza Italia,0,Las Heras General Av.,CALZADA CIRCULAR PLAZA ITALIA Y LAS HERAS GENERAL AV.,Palermo,Comuna 14
"POINT (-58.4302299712055 -34.5976889032328)",440,EMAD - Escuela Metropolitana de Arte Dramático,Espacio Público,Gestión previa HRL,jul-14,Disponible,Otros establecimientos,Jufre,141,,JUFRE 141,Villa Crespo,Comuna 15
"POINT (-58.4669382206226 -34.6302498357574)",439,Sede de Comuna 7,Sede Comunal,Gestión previa HRL,4ta. ETAPA / Septiembre 2012 (Sedes Comunales),Disponible,Sede Comunal,Rivadavia Av.,7202,,RIVADAVIA AV. 7202,Flores,Comuna 7
"POINT (-58.4488644898114 -34.680530730857)",438,Estación Saludable SACTA,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Estación Saludable,Av. Roca,0,y Av. Escalada,Av. Roca y Av. Escalada,,
"POINT (-58.456522993909 -34.615598175299)",436,Plaza Irlanda - Centro de Jubilados,Parques y Plazas,Gestión previa HRL,jul-14,Disponible,Parques y Plazas,seguí,850,,"SEGUI, F. J., ALTE. 850",Caballito,Comuna 6
"POINT (-58.4009970869445 -34.6317707424733)",435,Estación Jujuy,Metrobus,Gestión previa HRL,jul-14,Disponible,Sur,Jujuy,0,Brasil,JUJUY AV. y BRASIL,Parque Patricios,Comuna 4
"POINT (-58.3819702457595 -34.6052778473174)",432,Estación de Combis,Metrobus,Gestión previa HRL,,Disponible,9 de Julio,9 DE JULIO AV.,0,SARMIENTO,9 DE JULIO AV. y SARMIENTO,San Nicolas,Comuna 1
"POINT (-58.426978337133 -34.5775415770425)",431,Estación Saludable Pacífico,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Estación Saludable,Santa Fe,0,Bullrich,"SANTA FE AV. y BULLRICH, INT. AV.",Palermo,Comuna 14
"POINT (-58.3741427089095 -34.5926733185879)",429,Estación Saludable Retiro,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Estación Saludable,Del Libertador,0,Ramos Mejía,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",Retiro,Comuna 1
"POINT (-58.4944126578934 -34.6381491094026)",428,Centro de Día Nro. 27,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,ramon falcon,4778,,"FALCON, RAMON L.,CNEL. 4778",Villa Luro,Comuna 10
"POINT (-58.412013617429 -34.6442007919524)",426,Distrito Tecnológico Miriñay 3532,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Miriñay,3532,,MIRIÑAY 3532,Parque Patricios,Comuna 4
"POINT (-58.4117103927509 -34.6438312415118)",425,Distrito Tecnológico Cortajarena 3514,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Cortejarena,3514,,"CORTEJARENA, JOSE A. 3514",Parque Patricios,Comuna 4
"POINT (-58.4120568132717 -34.6429170762078)",424,Distrito Tecnológico Dr. Prof. P. Chutro 3434,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Chutro,3434,,"CHUTRO, PEDRO, Prof., Dr. 3434",Parque Patricios,Comuna 4
"POINT (-58.4126983663937 -34.6417387733591)",423,Distrito Tecnológico Almafuerte y Puna,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Almafuerte,0,Puna,ALMAFUERTE AV. y PUNA,Parque Patricios,Comuna 4
"POINT (-58.4118257380824 -34.6396184160357)",422,Distrito Tecnológico Almafuerte y Pomar,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Almafuerte,0,Pomar,"ALMAFUERTE AV. y POMAR, GREGORIO Tte. Cnel.",Nueva Pompeya,Comuna 4
"POINT (-58.413540413247 -34.6182239809075)",421,Centro de Día Nro. 17,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,Agrelo,3356,,AGRELO 3356,Almagro,Comuna 5
"POINT (-58.3761999543141 -34.6247820936002)",420,Centro de Día Nro. 19,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,juan de garay,765,,"GARAY, JUAN DE AV. 765",San Telmo,Comuna 1
"POINT (-58.4091212538291 -34.6416736607398)",419,Distrito Tecnológico Pepirí y Los Patos,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Pepirí,0,Los Patos,PEPIRI y LOS PATOS,Parque Patricios,Comuna 4
"POINT (-58.4306316576717 -34.5797587169826)",417,Centro de Día Nro. 9,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,Paraguay,5170,,PARAGUAY 5170,Palermo,Comuna 14
"POINT (-58.5031971356607 -34.5811910834447)",414,Centro de Día Nro. 8,Espacio Público,Gestión previa HRL,jul-14,Disponible,Inclusión,Condarco,5155,,CONDARCO 5155,Villa Pueyrredon,Comuna 12
"POINT (-58.3859897878331 -34.5783955977772)",413,Portal Inclusivo 31. Edif. Policía Metropolitana,Espacio Público,Gestión previa HRL,,Disponible,Inclusión,"CASTILLO, RAMON S., PRES. AV.",1728,,"CASTILLO, RAMON S., PRES. AV. 1728",Retiro,Comuna 1
"POINT (-58.4133764153874 -34.6383980825525)",412,Distrito Tecnológico Caseros 3405,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Caseros,3405,,CASEROS AV. 3405,Boedo,Comuna 5
"POINT (-58.4054533177925 -34.6044909513013)",407,Estación Corrientes - Línea H,Subte,Segunda etapa HRL,Julio-2017,Disponible,Línea H,CORRIENTES AV.,0,PUEYRREDON AV.,CORRIENTES AV. y PUEYRREDON AV.,Balvanera,Comuna 3
"POINT (-58.4137369658183 -34.6058146807227)",402,Conservatorio Superior de Música Manuel de Falla,Espacio Público,Gestión previa HRL,jul-14,Disponible,Otros establecimientos,Gallo,238,,GALLO 238,Almagro,Comuna 5
"POINT (-58.4109273635771 -34.6370431670748)",401,Distrito Tecnológico Sánchez de Loria y Rondeau,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Sánchez de Loria,0,Rondeau,SANCHEZ DE LORIA AV. y RONDEAU,Boedo,Comuna 5
"POINT (-58.3776505339998 -34.6059998516346)",400,Ministerio de Modernización,Espacio Público,Gestión previa HRL,jul-14,Disponible,Edificios del GCABA,roque saenz peña,788,,"SAENZ PEÑA, ROQUE, PRES. AV. 788",San Nicolas,Comuna 1
"POINT (-58.4053974973796 -34.6045798760278)",399,Espacio Subte Digital Pueyrredón - Línea B,Subte,Gestión previa HRL,jul-14,Disponible,Línea B,Corrientes,0,Pueyrredón,CORRIENTES AV. y PUEYRREDON AV.,Balvanera,Comuna 3
"POINT (-58.4116257957169 -34.6381590606751)",398,Distrito Tecnológico Caseros y Almafuerte,Espacio Público,Gestión previa HRL,jun-14,Disponible,Distrito Tecnológico,Caseros,0,Almafuerte,CASEROS AV. y ALMAFUERTE AV.,Boedo,Comuna 5
"POINT (-58.457660033764 -34.6725298671986)",394,Centro de Atención Primaria de Alta Resolución Cecilia Grierson,Hospitales y Centros de Salud,Gestión previa HRL,abr-14,Disponible,Hospital,"FERNANDEZ DE LA CRUZ F, GRAL. AV.",0,ESCALADA  AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y ESCALADA AV.",Villa Soldati,Comuna 8
"POINT (-58.3746718346442 -34.6075645003778)",392,Ministerio de Ambiente y Espacio Público,Espacio Público,Gestión previa HRL,jul-14,Disponible,Edificios del GCABA,roque saenz peña,570,,"SAENZ PEÑA, ROQUE, PRES. AV. 570",San Nicolas,Comuna 1
"POINT (-58.3914207553958 -34.6044585464367)",389,Corrientes 1750,Área Central,Gestión previa HRL,jun-14,Disponible,Corrientes,Corrientes,1750,,CORRIENTES AV. 1750,San Nicolas,Comuna 1
"POINT (-58.4760047448475 -34.5972607180699)",388,Hogar San Martín,Espacio Público,Gestión previa HRL,jul-14,Disponible,Otros establecimientos,warnes,2650,,WARNES AV. 2650,Paternal,Comuna 15
"POINT (-58.4696396292697 -34.6307070870644)",383,Estación San Pedrito - Línea A,Subte,Gestión previa HRL,,Disponible,Linea A,RIVADAVIA AV.,0,SAN PEDRITO AV.,RIVADAVIA AV. y SAN PEDRITO AV.,Flores,Comuna 7
"POINT (-58.3823107735532 -34.6355920301867)",362,Htal. Tobar García,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,Ramón Carrillo,315,,"CARRILLO, RAMON, DR. 315",Barracas,Comuna 4
"POINT (-58.446934847961 -34.6350614133523)",360,"Instituto Vocacional de Arte "" M. J. Labarden"" - Sede Curapaligue",Espacio Público,Gestión previa HRL,abr-14,Disponible,Otros establecimientos,Curapaligue,1026,,CURAPALIGUE AV. 1026,Parque Chacabuco,Comuna 7
"POINT (-58.4027254390375 -34.6348915984303)",352,Htal. Materno Infantil R. Sardá,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,Esteban de Luca,2151,,"LUCA, ESTEBAN de 2151",Parque Patricios,Comuna 4
"POINT (-58.4635183093806 -34.6889179089334)",351,Centro Cultural Saladillo,Espacio Público,Gestión previa HRL,41730,Disponible,Centro de Exposiciones y Culturales,Berón de Astrada,5920,,BERON DE ASTRADA 5920,Villa Lugano,Comuna 8
"POINT (-58.3886955916161 -34.6053058851314)",350,Centro Cultural General San Martín,Espacio Público,Gestión previa HRL,abr-14,Disponible,Centro de Exposiciones y Culturales,Sarmiento,1551,,SARMIENTO 1551,San Nicolas,Comuna 1
"POINT (-58.389149770302 -34.627363456331)",349,"Instituto Vocacional de Arte "" M. J. Labarden"" - Sede Garay",Espacio Público,Gestión previa HRL,abr-14,Disponible,Otros establecimientos,Garay,1684,,"GARAY, JUAN DE AV. 1684",Constitucion,Comuna 1
"POINT (-58.5017332862506 -34.6184941240534)",348,Htal. de Rehabilitación M. Rocca,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,Segurola,1949,,SEGUROLA AV. 1949,Monte Castro,Comuna 10
"POINT (-58.4711132795588 -34.5649499384993)",342,Htal. Pirovano,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,Monroe,3555,,MONROE AV. 3555,Coghlan,Comuna 12
"POINT (-58.4098981772845 -34.6380844777247)",340,Templete Parque Patricios,Espacio Público,Gestión previa HRL,abr-14,Disponible,Edificios del GCABA,Caseros,3250,,CASEROS AV. 3250,Parque Patricios,Comuna 4
"POINT (-58.4601694091779 -34.6054311064096)",321,Htal. Lagleyze,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,Juan B. Justo,4151,,"JUSTO, JUAN B. AV. 4151",Caballito,Comuna 6
"POINT (-58.4558386728106 -34.6565452646213)",313,Plazoleta Lacarra y Somellera,Parques y Plazas,Gestión previa HRL,abr-14,Disponible,Parques y Plazas,Acosta,0,Castañares,"ACOSTA, MARIANO y CASTAÑARES AV.",Flores,Comuna 7
"POINT (-58.3944342850863 -34.6226153068356)",310,Htal. Santa Lucía,Hospitales y Centros de Salud,Gestión previa HRL,jul-14,Disponible,Hospital,AV SAN JUAN,2021,,SAN JUAN AV. 2021,San Cristobal,Comuna 3
"POINT (-58.5079179241421 -34.5685328749955)",308,Museo Cornelio Saavedra,Museos,Gestión previa HRL,jul-14,Disponible,Museos,Crisólogo Larralde,6293,,"LARRALDE, CRISOLOGO AV. 6293",Saavedra,Comuna 12
"POINT (-58.4183798656311 -34.5790617636534)",307,Teatro Sarmiento,Espacio Público,Gestión previa HRL,abr-14,Disponible,Teatro,Sarmiento Av.,2715,,SARMIENTO AV. 2715,Palermo,Comuna 14
