LAT,LNG,ID,NOMBRE,CALLE,ALTURA,PISO_DEPTO,DIRECCION_NORMALIZADA,BARRIO,COMUNA,CP,CPA,DIAS_Y_HORARIO,TELEFONOS,EMAIL,WEB,ACTIVIDAD,OTRAS_ACTIDADES,DEPENDENCIA,PUBLICO,SECTOR
-34.59604229,-58.37669889,528,"BIBLIOTECA CENTRAL Y CENTRO DE DOCUMENTACION ""PERITO FRANCISCO P. MORENO""",SANTA FE AV.,690,PB,SANTA FE AV. 690,RETIRO,COMUNA 01,1059,C1059ABN,MARTES A VIERNES DE 10:00 A 13:00 Y DE 14:00 A 17:00,"4311-0303, INTERNO: 131",BIBLIOTECA@APN.GOV.AR,HTTP://WWW.NETVIBES.COM/BIBLIOTECAPARQUESNACIONALES#DATOS_DE_LA_BIBLIOTECA,BIBLIOTECA,,ADMINISTRACION DE PARQUES NACIONALES (APN).,GENERAL,ESTADO NACIONAL
-34.61847187,-58.37939972,516,BIBLIOTECA CENTRO DE ESTUDIOS PARA LA NUEVA MAYORIA,ESTADOS UNIDOS,943,,ESTADOS UNIDOS 943,CONSTITUCION,COMUNA 01,1101,C1101AAS,LUNES A VIERNES DE 10:00 A 18:00,4300-3077,NMAYORIA@ROSENDOFRAGA.COM.AR,,BIBLIOTECA,,,GENERAL,PRIVADO
-34.60027006,-58.37682743,1586,BIBLIOTECA CENTTRO LINCOLN INSTITUTO CULTURAL ARGENTINO NORTEAMERICANO,MAIPU,686,,MAIPU 686,SAN NICOLAS,COMUNA 01,1006,C1006ACH,LUNES A VIERNES DE 10:00 A 16:30,4382-1536,INFO@BCL.EDU.AR,WWW.BCL.EDU.AR,BIBLIOTECA,,,GENERAL,PRIVADO
-34.59953269,-58.38912806,11,BIBLIOTECA CIRCE - BIBLIOTECA TESORO,CORDOBA AV.,1558,,CORDOBA AV. 1558,SAN NICOLAS,COMUNA 01,1055,C1055AAS,LUNES A VIERNES: 9 A 13 HS CON RESERVA TELEFONICA,4812-1840 INTERNO: 119,BIBLIOTECA_CIRCE@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.61099094,-58.3734388,1573,BIBLIOTECA COLEGIO NACIONAL BUENOS AIRES,BOLIVAR,263,,BOLIVAR 263,MONSERRAT,COMUNA 01,1066,C1066AAE,LUNES A VIERNES DE 9:00 A 17:00,4331-1290 / 4331-9443,BIBLIOTECA@CNBA.UBA.AR,WW,BIBLIOTECA,,UNIVERSIDAD DE BUENOS AIRES.,,ESTADO NACIONAL
-34.61094621,-58.36812627,584,"BIBLIOTECA DE DEFENSA ""GENERALA JUANA AZURDUY""",AZOPARDO,0,,AZOPARDO Y MORENO,MONSERRAT,COMUNA 01,0,0,LUNES A VIERNES DE 10:30 A 15:00,4348-6100,,WWW.EJERCITO.MIL.AR,BIBLIOTECA,,MINISTERIO DE DEFENSA.,GENERAL,ESTADO NACIONAL
-34.61090014,-58.36982282,583,BIBLIOTECA DE LA COMISION NACIONAL DE COMERCIO EXTERIOR,PASEO COLON AV.,275,PISO 6,PASEO COLON AV. 275,MONSERRAT,COMUNA 01,1063,C1063ACC,LUNES A VIERNES DE 10:00 A 13:00 Y DE 14:00 A 17:00,4348-1724,INSTITUCIONALES@CNE.GOV.AR,HTTP://WWW.CNCE.GOV.AR/BIBLIOTECA/PW_CENTRO_INFO.HTML,BIBLIOTECA,,COMISION NACIONAL DE COMERCIO EXTERIOR. SECRETARIA DE COMERCIO EXTERIOR. MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS.,GENERAL,ESTADO NACIONAL
-34.61487465,-58.37418195,743,BIBLIOTECA DE LA COMISION NACIONAL DE COMUNICACIONES,MEXICO,571,PB,MEXICO 571,MONSERRAT,COMUNA 01,1097,C1097AAK,LUNES A VIERNES DE 10:00 A 16:00,4349-9145/47/52,CIT@CNC.GOV.AR,WWW.CNC.GOV.AR,BIBLIOTECA,,"COMISION NACIONAL DE COMUNICACIONES. MINISTERIO DE PLANIFICACION FEDERAL, INVERSION PUBLICA Y SERVICIOS.",GENERAL,ESTADO NACIONAL
-34.61193073,-58.37644371,749,BIBLIOTECA DE LA DIRECCION NACIONAL DE VIALIDAD,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",734,PISO 10,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 734",MONSERRAT,COMUNA 01,1067,C1067ABP,LUNES A VIERNES DE 09:00 A 17:00,"4343-8521/29, INTERNO: 2025",BIBLIOTECA@VIALIDAD.GOV.AR,WW.VIALIDAD.CGOV.AR/BIBLITOECA/BIBLIOTECA.HTM,BIBLIOTECA,,DIRECCION NACIONAL DE VIALIDAD. SECRETARIA DE OBRAS PUBLICAS.,GENERAL,ESTADO NACIONAL
-34.62240931,-58.37280778,735,BIBLIOTECA DE LA ESCUELA NORMAL SUPERIOR N°3 BERNARDINO RIVADAVIA,BOLIVAR,1235,,BOLIVAR 1235,SAN TELMO,COMUNA 01,1141,C1141AAA,LUNES A VIERNES DE 08:00 A 12:00,4361-8965/0424,ENS3DE4@BUENOSAIRES.EDU.AR,,BIBLIOTECA,,MINISTERIO DE EDUCACION.,GENERAL,ESTADO MUNICIPAL
-34.61478381,-58.3774601,737,BIBLIOTECA DE LA FUNDACION PODER CIUDADANO,PIEDRAS,574,,PIEDRAS 574,MONSERRAT,COMUNA 01,1070,C1070AAL,LUNES A VIERNES DE 10:00 A 18:00,4331-4925/26,FUNDACIONPODERCIUDADANO@ORG.,WWW.PODERCIUDADANO.ORG,BIBLIOTECA,,,GENERAL,ONG
-34.60698521,-58.37728366,525,BIBLIOTECA DE LA SUPERINTENDENCIA DE RIESGOS DEL TRABAJO,"MITRE, BARTOLOME",751,PISO 3,"MITRE, BARTOLOME 751",SAN NICOLAS,COMUNA 01,1036,C1036AAM,LUNES A VIERNES DE 09:00 A 17:00,"4321-3500, INTERNO:1300",,WWW.SRT.GOV.AR/BIBLIOTECASRT/BIBLIOTECASRT.HTM,BIBLIOTECA,,"MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL.",GENERAL,ESTADO NACIONAL
-34.60906993,-58.38279614,593,BIBLIOTECA DE LA UNION INDUSTRIAL ARGENTINA,DE MAYO AV.,1147,,DE MAYO AV. 1147,MONSERRAT,COMUNA 01,1085,C1085ABB,,4124-2300,VIA@VIA.ORG.AR,WWW.VIA.ORG.AR,ARCHIVO,,,GENERAL,ONG
-34.61707518,-58.38159946,724,BIBLIOTECA DE LA UNIVERSIDAD ARGENTINA DE LA EMPRESA,LIMA,717,,LIMA 717,MONSERRAT,COMUNA 01,1073,C1073AAO,,4010 7756//4014 7129,REFERENCIA@UADE.EDU.AR // BIBLIOTECA@UADE.EDU.AR,WWW.BIBLIOTECA.UADE.EDU.AR,BIBLIOTECA,,,GENERAL,PRIVADO
-34.59374771,-58.37859849,565,BIBLIOTECA DEL CENTRO DE ECONOMIA INTERNACIONAL (CEI),ESMERALDA,1212,,ESMERALDA 1212,RETIRO,COMUNA 01,1007,C1007ABR,LUNES A VIERNES DE 10:30 A 13:30 Y DE 15:00 A 18:00,4819-7488,CENEI@CANCILLERIA.GOB.AR,WWW.CEI.GOV.AR,BIBLIOTECA,,SECRETARIA DE RELACIONES ECONOMICAS INTERNACIONALES. MINISTERIO DE RELACIONES EXTERIORES Y CULTO.,GENERAL,ESTADO NACIONAL
-34.60144442,-58.38959556,581,BIBLIOTECA DEL COLEGIO DE ABOGADOS DE LA CIUDAD DE BUENOS AIRES,MONTEVIDEO,640,,MONTEVIDEO 640,SAN NICOLAS,COMUNA 01,1019,C1019ABN,LUNES A VIERNES DE 09:00 A 13:00,4371-2690,INFO@COLABOGADOS.ORG.AR,WWW.COLABOGADOS.ORG.AR,BIBLIOTECA,,,GENERAL,ONG
-34.61099094,-58.3734388,599,BIBLIOTECA DEL COLEGIO NACIONAL BUENOS AIRES,BOLIVAR,263,,BOLIVAR 263,MONSERRAT,COMUNA 01,1066,C1066AAE,LUNES A VIERNES DE 09:00 A 17:00,4331-1290 // 4331-9443,BIBLIOTECA@CNBA.UBA.AR,WWW.CNBA.UBA.AR/INSTITUCIONAL/BIBLIOTECA,BIBLIOTECA,,UNIVERSIDAD DE BUENOS AIRES.,GENERAL,ESTADO NACIONAL
-34.61090014,-58.36982282,746,BIBLIOTECA DEL CONSEJO NACIONAL DE LA MUJER,PASEO COLON AV.,275,PISO 5,PASEO COLON AV. 275,MONSERRAT,COMUNA 01,1063,C1063ACC,LUNES A VIERNES DE 09:00 A 20:00,,,WWW.CNM.GOV.AR,BIBLIOTECA,,CONSEJO COORDINADOR DE POLITICAS SOCIALES - PRESIDENCIA DE LA NACION,GENERAL,ESTADO NACIONAL
-34.60300726,-58.37159789,672,BIBLIOTECA DEL GOETHE INSTITUTO BUENOS AIRES,CORRIENTES AV.,343,,CORRIENTES AV. 343,SAN NICOLAS,COMUNA 01,1043,C1043AAD,"LUNES, MARTES, JUEVES DE 14:30 A 19:30 VIERNES DE 12:30 A 16:00 MIERCOLES: CERRADO",4318-5600,BIBL@BUENOSAIRES.GOETHE.ORG,WWW.GOETHE.DE/INS/AR/BUE/WIS/BIB/ESINDEX.HTM,BIBLIOTECA,,,GENERAL,PRIVADO
-34.61028795,-58.37495252,744,BIBLIOTECA DEL INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS (INDEC),"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",609,PB,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 609",MONSERRAT,COMUNA 01,1067,C1067ABB,LUNES A VIERNES DE 09:30 A 16:00,4349-9625,SAOSS@INDEC.MECON.GOV.AR,WWW.INDEC.GOV.AR,BIBLIOTECA,,MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS.,GENERAL,ESTADO NACIONAL
-34.6162639,-58.36960808,605,BIBLIOTECA DEL INSTITUTO NACIONAL DE LA PROPIEDAD INDUSTRIAL (I.N.P.I.),PASEO COLON AV.,717,,PASEO COLON AV. 717,SAN TELMO,COMUNA 01,1063,C1063ACH,LUNES A VIERNES DE 09:15 A 12:45 Y DE 13:30 A 16:00,4344-4978,INFOBIBLIO@INPI.GOV.AR,HTTP://WWW.INPI.GOV.AR/TEMPLATES/BIBLIOTECA.ASP,BIBLIOTECA,,INSTITUTO NACIONAL DE LA PROPIEDAD INDUSTRIAL. MINISTERIO DE INDUSTRIA.,GENERAL,ESTADO NACIONAL
-34.61493453,-58.37410968,740,"BIBLIOTECA DEL INSTITUTO NACIONAL DE MUSICOLOGIA ""CARLOS VEGA""",MEXICO,564,PB,MEXICO 564,MONSERRAT,COMUNA 01,1097,C1097AAL,LUNES A VIERNES DE 10:00 A 17:00,4361-6520,BIBLIOTECAINM@YAHOO.COM.AR,WWW.INMVEGA.GOV.AR,BIBLIOTECA,FONOTECA / MUSEO VIRTUAL INSTRUMENTOS,SECRETARIA DE CULTURA DE LA NACION,GENERAL,ESTADO NACIONAL
-34.59031766,-58.38130028,536,BIBLIOTECA DEL INSTITUTO SUPERIOR EN LENGUAS VIVAS,"PELLEGRINI, CARLOS",1515,,"PELLEGRINI, CARLOS 1515",RETIRO,COMUNA 01,1011,C1011AAE,,4322-3992,,HTTP://IESLVF.CABA.INFD.EDU.AR/SITIO/,BIBLIOTECA,,MINISTERIO DE EDUCACION.,GENERAL,ESTADO NACIONAL
-34.60289268,-58.38864392,722,"BIBLIOTECA DE MUSICA ARGENTINA ""BLAS PARERA"". SADAIC",LAVALLE,1547,PISO 2,LAVALLE 1547,SAN NICOLAS,COMUNA 01,1048,C1048AAK,LUNES A VIERNES DE 10:00 A 15:00,"4379-8600, INTERNO: 8494",LMARILEF@SADAIC.ORG.AR,WWW.SADAIC.ORG.AR,BIBLIOTECA,,,GENERAL,ONG
-34.6149896,-58.37057667,513,"BIBLIOTECA DE SEGURIDAD SOCIAL ""DR. RICARDO MOLES""",BALCARCE,610,PISO 2,BALCARCE 610,MONSERRAT,COMUNA 01,1064,C1064AAN,LUNES A VIERNES DE 09:30 A 17:30,4015-6037,,WWW.ANSES.GOB.AR/INSTITUCIONAL/BIBLIOTECA/PHP,BIBLIOTECA,,"ADMINISTRACION NACIONAL DE SEGURIDAD SOCIAL (ANSES). MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL.",GENERAL,ESTADO NACIONAL
-34.60428575,-58.39131287,673,"BIBLIOTECA ""EMILIO FRES"" DE LA UNIVERSIDAD MUSEO SOCIAL ARGENTINO",CORRIENTES AV.,1723,PISO 15,CORRIENTES AV. 1723,SAN NICOLAS,COMUNA 01,1042,C1042AAD,LUNES A VIERNES DE 08:00 A 21:00 SABADOS DE 09:00 A 12:00,5530-7648,,WWW.UMSA.EDU.AR/BIBLIOTECA,BIBLIOTECA,,,GENERAL,PRIVADO
-34.61792474,-58.35627689,741,"BIBLIOTECA ""ENRIQUE PRINS"" DEL INSTITUTO UNIVERSITARIO NACIONAL DEL ARTE",ESPAÑA AV.,1701,PB,ESPAÑA AV. 1701,PUERTO MADERO,COMUNA 01,1107,C1107CND,CONSULTAR,4361-4419/3790,CARCOVA.MUSEODECALCOS@IUNA.EDU.AR,WWW.IUNA.EDU.AR,BIBLIOTECA,,IUNA - ENTE AUTARTICO,GENERAL,
-34.58429894,-58.37038081,591,BIBLIOTECA ESCUELA SUPERIOR DE GUERRA AEREA,ZANNI PEDRO COMODORO,250,PISO 1 DPTO 107,ZANNI PEDRO COMODORO 250,RETIRO,COMUNA 01,1104,C1104AXF,LUNES Y MARTES DE 07:30 A 14:00 MIERCOLES Y JUEVES DE 07:30 A 16:00 VIERNES DE 07:30 A 14:00,"4311-8973 // 4315-1233, INTERNO: 2347",BIBLIOT@FFA.MIL.AR,HTTP://WWW.FUERZAAEREA.MIL.AR/MISION/ESGA.HTML,BIBLIOTECA,,FUERZA AEREA ARGENTINA. MINISTERIO DE DEFENSA.,GENERAL,ESTADO NACIONAL
-34.60954443,-58.37480305,725,BIBLIOTECA ESTEBAN ECHEVERRIA DE LA LEGISLATURA PORTEÑA,PERU,160,,PERU 160,MONSERRAT,COMUNA 01,1067,C1067AAD,LUNES A VIERNES DE 10:00 A 20:00,4338 3170,BIBLIOTECA@LEGISLATURA.GOV.AR,WWW.LEGISLATURA.GOV.AR,BIBLIOTECA,,LEGISLATURA DE LA CIUDAD DE BUENOS AIRES. DIRECCION GENERAL DE CULTURA.,GENERAL,ESTADO MUNICIPAL
-34.61383656,-58.39069297,575,"BIBLIOTECA ""EZEQUIEL MARTINEZ ESTRADA"" DE LA UNIVERSIDAD FAVALORO",BELGRANO AV.,1720,,BELGRANO AV. 1720,MONSERRAT,COMUNA 01,1093,C1093AAS,LUNES A VIERNES DE 08:30 A  20:30 ENERO Y FEBRERO DE 09:00 A 17:00,4378-1133/34/35,,WWW.FAVALORO.EDU.AR/BIBLIOTECA.HTML,BIBLIOTECA,,,GENERAL,ONG
-34.60812254,-58.38625894,515,BIBLIOTECA FUNDACION DE ALTOS ESTUDIOS EN CIENCIAS COMERCIALES,URUGUAY,57,PISO 9,URUGUAY 57,SAN NICOLAS,COMUNA 01,1015,C1015ABA,LUNES A VIERNES DE 09:00 A 12:00 Y DE 18:00 A 21:00,4123-4700,,WWW.FUNDACION.EDU.AR,BIBLIOTECA,,,GENERAL,PRIVADO
-34.59680018,-58.37838014,520,BIBLIOTECA FUNDACION DE ESTUDIOS BRASILEIROS. LIBRERIA FLOR DO IPE,ESMERALDA,965,,ESMERALDA 965,RETIRO,COMUNA 01,1007,C1007ABK,LUNES A VIERNES DE 09:00 A 21:00 SABADOS DE 10:00 A 12:30,4313-6448/9,LIBRERIA@FUNCEB.ORG.AR,WWW.FUNCEB.ORG.AR,BIBLIOTECA,,,GENERAL,PRIVADO
-34.60646115,-58.38746989,589,"BIBLIOTECA LABORATORIOS ALCON ""CARLOS S. DAMEL""","PERON, JUAN DOMINGO, TTE. GENERAL",1479,,"PERON, JUAN DOMINGO, TTE. GENERAL 1479",SAN NICOLAS,COMUNA 01,1037,C1037ACA,"LUNES, MARTES, JUEVES Y VIERNES DE 09:00 A 17:00 MIERCOLES DE 13:00 A 18:00","4374-5400, INTERNO: 207",BIBLIOTECA@ALCONLABS.COM,WWW.OFTALMOLOGOS.ORG.AR/BIBLIOTECA,BIBLIOTECA,,,GENERAL,ONG
-34.61097792,-58.37571074,742,BIBLIOTECA LEOPOLDO TETTAMANTI,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",651,PISO 9,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 651",MONSERRAT,COMUNA 01,1067,C1067ABB,LUNES A VIERNES DE 10:00 A 17:00,4349-3494/99,BIBLIOSICYP@INDUSTRIA.GOB.AR,WWW.COMERCIO.GOB.AR,BIBLIOTECA,,MINISTERIO DE INDUSTRIA.,GENERAL,ESTADO NACIONAL
-34.59949212,-58.38913456,25,BIBLIOTECA MANUEL GALVEZ,CORDOBA AV.,1558,PB,CORDOBA AV. 1558,SAN NICOLAS,COMUNA 01,1055,C1055AAS,LUNES  A VIERNES DE 9:00 A 19:00,4812-4723,BIBLIOTECA_GALVEZ@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.60894577,-58.37873162,592,BIBLIOTECA MARISEL MONTOTO RODRIGUEZ,DE MAYO AV.,866,,DE MAYO AV. 866,MONSERRAT,COMUNA 01,1084,C1084AAQ,LUNES A VIERNES DE 09:30 A 21:00 SABADOS DE 09:00 A 13:00 LUNES A VIERNES DE 10:00 A 21:00 (SEDE JUNIN 516),"5217-7878, INTERNO: 275 // 5252 2800, INTERNO: 251",BIBLIOTECA@CAECE.EDU.AR,,BIBLIOTECA,,,GENERAL,PRIVADO
-34.61473095,-58.38808515,27,BIBLIOTECA MARTIN DEL BARCO CENTENERA - ANEXO INFANTIL “ANTOINE DE SAINT-EXUPERY” - ANEXO BIBLIOTECA DE LA MUJER “ALFONSINA STORNI”,REPUBLICA BOLIVARIANA DE VENEZUELA,1538,PB,REPUBLICA BOLIVARIANA DE VENEZUELA 1538,MONSERRAT,COMUNA 01,1095,C1095ABF,LUNES A VIERNES DE 9:00 A 19:00,4381-1271,BIBLIOTECA_CENTENERA@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.60008465,-58.37137799,566,BIBLIOTECA NACIONAL DE METEOROLOGIA “ING. ALFREDO G. GALMARINI”,25 DE MAYO,658,PB Y SS,25 DE MAYO 658,SAN NICOLAS,COMUNA 01,1002,C1002ABN,LUNES A VIERNES DE 10:00 A 15:00,"5167-6767, INTERNO: 18241",BIBLIO@SMN.GOV.AR,HTTP://WWW.SMN.GOV.AR/?MOD=BIBLIO&ID=2,BIBLIOTECA,,SERVICIO METEOROLOGICO NACIONAL. MINISTERIO DE DEFENSA.,GENERAL,ESTADO NACIONAL
-34.60133662,-58.38950883,342,BIBLIOTECA POPULAR ADOLFO SALDIAS,MONTEVIDEO,641,PISO 1,MONTEVIDEO 641,SAN NICOLAS,COMUNA 01,1019,C1019ABM,LUNES A VIERNES DE 14:00 A 19:30,4373-7039,,,BIBLIOTECA,,,GENERAL,ONG
-34.63114555,-58.38625478,2065,BIBLIOTECA POPULAR CAROLINA MUZILLI ASOCIACION CIVIL,15 DE NOVIEMBRE DE 1889,1459,PB,15 DE NOVIEMBRE DE 1889 1459,CONSTITUCION,COMUNA 01,1130,C1130ABG,,,CARLOS1551@YAHOO.COM.AR,,BIBLIOTECA,,,GENERAL,ASOCIACION CIVIL
-34.61763922,-58.37444962,341,BIBLIOTECA POPULAR DR. ARTURO JAURETCHE,PERU,823,,PERU 823,SAN TELMO,COMUNA 01,1068,C1068AAG,LUNES A VIERNES DE 14:00 A 18:00,4362-3348,,,BIBLIOTECA,,,GENERAL,ONG
-34.60244353,-58.37246474,2050,BIBLIOTECA POPULAR J. M. ESTRADA,RECONQUISTA,461,,RECONQUISTA 461,SAN NICOLAS,COMUNA 01,1003,C1003ABI,,4312-0918,,,BIBLIOTECA,,,GENERAL,ASOCIACION CIVIL
-34.60631962,-58.38422422,2045,BIBLIOTECA POPULAR JOAQUIN V. GONZALEZ,"PERON, JUAN DOMINGO, TTE. GENERAL",1242,,"PERON, JUAN DOMINGO, TTE. GENERAL 1242",SAN NICOLAS,COMUNA 01,1038,C1038AAZ,,4382-2585,,,BIBLIOTECA,,,GENERAL,ASOCIACION CIVIL
-34.59364171,-58.38594357,31,BIBLIOTECA RICARDO GÜIRALDES,TALCAHUANO,1261,PB,TALCAHUANO 1261,RETIRO,COMUNA 01,1014,C1014ADA,LUNES A VIERNES DE 12:00 A 19:30,"4812-3118, INTERNO: 224",BIBLIOTECA_GUIRALDES@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/CULTURA/DG_LIBRO,BIBLIOTECA,,"MINISTERIO DE CULTURA - DIRECCION GENERAL DEL LIBRO, BIBLIOTECAS Y PROMOCION DE LA LECTURA",GENERAL,ESTADO MUNICIPAL
-34.61315423,-58.36620231,739,BIBLIOTECA SAN BENITO ABAD DE LA UNIVERSIDAD CATOLICA ARGENTINA,"MOREAU DE JUSTO, ALICIA AV.",1300,,"MOREAU DE JUSTO, ALICIA AV. 1300",PUERTO MADERO,COMUNA 01,1107,C1107AAZ,LUNES A VIERNES DE 8:00 A 21:00 SABADOS DE 9:00 A 19:00,4349-0200 // 4349-0263,BIBLIOT@UCA.EDU.AR,WWW.UCA.EDU.AR,BIBLIOTECA,,,GENERAL,PRIVADO
-34.61784318,-58.37063728,568,BIBLIOTECA UNIVERSITARIA DEL CINE,"GIUFFRA, JOSE M.,DR.",330,,"GIUFFRA, JOSE M.,DR. 330",SAN TELMO,COMUNA 01,1064,C1064ADD,LUNES A VIERNES DE 10:00 A 22:00,"4300-1413, INTERNO: 112",,WWW.UCINE.EDU.AR,BIBLIOTECA,,,GENERAL,PRIVADO
-34.60415199,-58.38853378,572,"BIBLIOTECA ""UTOPIA"" DEL CENTRO CULTURAL DE LA COOPERACION",CORRIENTES AV.,1543,PISO 4,CORRIENTES AV. 1543,SAN NICOLAS,COMUNA 01,1042,C1042AAB,LUNES A VIERNES DE 12:00 A 18:00,5077-8000,,WWW.CENTROCULTURAL.COOP/BIBLIOTECA-UTOPIA.HTML,BIBLIOTECA,,,GENERAL,PRIVADO
-34.61605839,-58.37249052,574,BIBLIOTECA Y ARCHIVO DOCUMENTAL DEL INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA),CHILE,460,PB,CHILE 460,SAN TELMO,COMUNA 01,1098,C1098AAJ,LUNES A VIERNES DE 09:00 A 17:00,4339-0555,,WWW.INTA.GOV.AR/INFO/BIBLIO/BIBCENTRO.HTM,BIBLIOTECA,,"INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA (INTA). MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA.",GENERAL,ESTADO NACIONAL
-34.60455047,-58.37456643,527,BIBLIOTECA Y CENTRO ADMNISTRATIVO DOCUMENTAL SEDRONAR,SARMIENTO,546,2 DO SUBSUELO,SARMIENTO 546,SAN NICOLAS,COMUNA 01,1041,C1041AAL,LUNES A VIERNES 09:00 A 17:00,4320-1260,CAD@SEDRONAR.GOV.AR,WWW.SEDRONAR.GOV.AR,BIBLIOTECA,,SECRETARIA DE PROGRAMACION PARA LA PREVENCION DE LA DROGADICCION Y LA LUCHA CONTRA EL NARCOTRAFICO (SEDRONAR).,GENERAL,ESTADO NACIONAL
-34.61112859,-58.37484583,1307,BIDOU DE LAS LUCES,PERU,269,,PERU 269,MONSERRAT,COMUNA 01,1067,C1067AAE,,4331-1466 // 4343-1041,,,BAR CULTURAL,,,,PRIVADO
-34.6017234,-58.38716964,1188,BOLSA DEL LIBRO CUARTO INTERMEDIO,TUCUMAN,1438,PB DPTO 4,TUCUMAN 1438,SAN NICOLAS,COMUNA 01,1050,C1050AAD,,4372-9936,,,LIBRERIA,,,GENERAL,PRIVADO
-34.60612569,-58.37502524,141,BOSTON CITY,FLORIDA,165,,FLORIDA 165,SAN NICOLAS,COMUNA 01,1005,C1005AAC,,4343-1438,,,BAR NOTABLE,,,GENERAL,PRIVADO
-34.6025091,-58.37971004,1535,BRANCA JORGE D,LAVALLE,914,,LAVALLE 914,SAN NICOLAS,COMUNA 01,1047,C1047AAT,,4322-1129,,,DISQUERIA,,,GENERAL,PRIVADO
-34.62530893,-58.37083484,2163,BRITANICO,BRASIL AV.,399,,BRASIL AV. 399,SAN TELMO,COMUNA 01,1154,C1154AAC,,,,,BAR IDENTIFICADO,,,,
-34.59217983,-58.38006434,688,BRITISH ART CENTRE,SUIPACHA,1333,,SUIPACHA 1333,RETIRO,COMUNA 01,1011,C1011ACC,MARTES A VIERNES DE 15:00 A 21:00,4393-6941,INFORMES@BRITISHARTCENTRE.ORG.AR,WWW.BRITISHARTCENTRE.ORG.AR,CENTRO CULTURAL,,,GENERAL,PRIVADO
-34.60371381,-58.38317048,314,BROADWAY I  Y II,CORRIENTES AV.,1155,,CORRIENTES AV. 1155,SAN NICOLAS,COMUNA 01,1043,C1043AAL,LUNES A DOMINGOS 10:00 A 20:00,4382-2201,,,"ESPACIO ESCENICO (TEATRO, MUSICA Y DANZA)",,,GENERAL,PRIVADO
-34.60392105,-58.3907817,1191,BRUJAS,RODRIGUEZ PEÑA,429,,RODRIGUEZ PEÑA 429,SAN NICOLAS,COMUNA 01,1020,C1020ADI,LUNES A SABADOS DE 10:30 A 20:30,4373-7100,LIBRERIA_BRUJAS@HOTMAIL.COM,,LIBRERIA,,,GENERAL,PRIVADO
-34.61709036,-58.38299411,1192,BUENOS AIRES BOOKS,SALTA,742,,SALTA 742,MONSERRAT,COMUNA 01,1074,C1074AAP,LUNES A VIERNES 10 A 19 / SABADO DE 10 A 16,4382-9565,SALTA@BUENOSAIRESBOOKS.COM.AR,,LIBRERIA,,,GENERAL,PRIVADO
-34.59681634,-58.37697383,1270,BUENOS AIRES MON AMOUR CINE CLUB,MAIPU,960,,MAIPU 960,RETIRO,COMUNA 01,1006,C1006ACN,,,INFO@CINECLUBMONAMOUR.COM,WWW.CINECLUBMONAMOUR.COM,CINE,,,GENERAL,PRIVADO
-34.60771898,-58.38832417,647,BUKOWSKI BAR,"MITRE, BARTOLOME",1525,,"MITRE, BARTOLOME 1525",SAN NICOLAS,COMUNA 01,1037,C1037ABC,LUNES A MIERCOLES DE 08:00 A 24:00 JUEVES A SABADOS DE 08:00 A 02:00,4372-2843,BUKOWSKIBAR@YAHOO.COM,,BAR CULTURAL,,,ADULTOS,PRIVADO
